"ID","Key","Value"
"id-2f8a38cc137a4a19ac1073a9f8ff22ac","Business Owner","??"
"id-db5cce31d8b34711b22dbe6c7ebab672","#-of-CPU-prod","16"
"id-db5cce31d8b34711b22dbe6c7ebab672","#-of-CPU-uat","tbd"
"id-db5cce31d8b34711b22dbe6c7ebab672","DISK-prod","750 GB"
"id-db5cce31d8b34711b22dbe6c7ebab672","DISK-uat","tbd"
"id-db5cce31d8b34711b22dbe6c7ebab672","FQDN-prod","LXDMPBIDP01"
"id-db5cce31d8b34711b22dbe6c7ebab672","FQDN-uat","LXDMPBIDM01"
"id-db5cce31d8b34711b22dbe6c7ebab672","IpAddress-prod","tbd"
"id-db5cce31d8b34711b22dbe6c7ebab672","IpAddress-uat","tbd"
"id-db5cce31d8b34711b22dbe6c7ebab672","O/S-prod","tbd"
"id-db5cce31d8b34711b22dbe6c7ebab672","O/S-uat","tbd"
"id-db5cce31d8b34711b22dbe6c7ebab672","RAM-prod","48 GB"
"id-db5cce31d8b34711b22dbe6c7ebab672","RAM-uat","tbd"
"id-e9d07dcef29f46c9876ee2a7f4d257db","IT Owner","??"
