"ID","Key","Value"
"b125ec73-453d-4989-a0cc-a66eabce0db5","Junction_Type","And"
"c7ac654a-a601-4a4f-b289-0f978eeeade0","Directed","false"
"8df30c99-d43b-44c4-8229-5e96e69a4ac6","Directed","false"
"c375e462-3c0f-4813-b280-f05e0532b12f","Directed","false"
"365702e7-d0c8-434b-9daa-62e47655601b","Directed","false"
"ba177ecb-8502-4b4e-b6bd-08515a3479cd","Directed","false"
"60ffe6f0-4ff6-4562-bd27-0666189b42e9","Directed","false"
"b02a1fd4-f2b2-44ab-8d64-d3bce342f13e","Directed","false"
"2666381e-1db0-457a-b326-8a45fef88f1e","Directed","false"
"cbe42e57-cc2c-4323-8d05-4825402190a4","Directed","false"
"77874cbb-fc78-47db-8063-c3f4020ca4b7","Directed","false"
"538ee741-d9df-48de-b78d-92187632e5e3","Directed","false"
"3c8fdca4-7a5a-45ad-8a00-78b01f6b200f","Directed","false"
"6afdfb02-1ab4-4fc6-b6a9-dc46049e5f77","Directed","false"
"87219726-e228-4408-ba51-a1e3a5998d00","Directed","false"
"6b502729-a704-4b68-8a9e-9e40abfcd0a2","Directed","false"
"07273fd3-f1fa-459c-a816-b47dc15ae51f","Directed","false"
"b1227f91-ab6d-45a4-8dbb-73f8f8fe865a","Directed","false"
"21e28a02-bed9-4e99-92bd-c50f5dfaba0e","Directed","false"
"8578096e-0bb5-44f9-8f98-8f88c74fe317","Directed","false"
"c8b6b622-25d3-40a4-bb53-c7f6f82b0d97","Directed","false"
"5e4e0725-ec48-46f3-88c0-05421359926e","Directed","false"
"f99187bd-28f2-491b-981f-cb28cd41faaf","Directed","false"
"a72f1aed-1328-4240-bbdb-beae76794c15","Directed","false"
"71624694-acba-4ead-ad6c-895dc02715aa","Directed","false"
"51a7a6fd-a6c9-4448-a9bf-1408257a0ed7","Directed","false"
"59911728-f14a-4b35-b5bf-f00c722c2b3d","Directed","false"
"fae341e2-858b-42f3-9d4f-6ba47a7f7f6f","Directed","false"
"1276f391-557e-41d5-85fc-8d8d67ae16b8","Directed","false"
"8f2e630a-92a1-4dbb-a63b-d6f2276402fa","Directed","false"
"0fdefd1d-f0ad-48ee-b00d-d554932d24f4","Directed","false"
"116d1ac1-c79d-41d6-9476-791aada64aff","Directed","false"
"a32f9c03-f3a5-454f-a5e5-808c62fb7154","Directed","false"
