"ID","Type","Name","Documentation","Source","Target","Specialization"
"59bb2a28-60b0-4991-94e5-34f2ab157820","AccessRelationship","","","d321870d-c645-4ae7-803c-833670c62ce5","628b68b4-594f-474b-97b7-f1ad949d1930",""
"36e6648e-d889-4065-8004-e1d8fcd5e7c3","AccessRelationship","","","588a5c8f-616c-4c13-9633-4d813de3224b","1b05973b-1ad5-41fd-8883-35c795d0f19b",""
"ca3b3eee-fdeb-46df-ae25-bbd233bccbe4","AccessRelationship","","","5bb2c2a1-49d4-41fd-913e-f7671c8bd22f","1b05973b-1ad5-41fd-8883-35c795d0f19b",""
"ec65be0e-00ba-4fb1-b584-5e5718927ae6","AccessRelationship","","","51180979-6341-4027-9d2a-8351197f6a24","1b05973b-1ad5-41fd-8883-35c795d0f19b",""
"b465d15b-61a8-4fde-8958-ce4eb4408ba9","AccessRelationship","","","588a5c8f-616c-4c13-9633-4d813de3224b","f8025c43-fd41-45fd-9e4a-6adcdf2aef9f",""
"77c247c6-ff42-4168-a869-034406f0ffe1","AccessRelationship","","","588a5c8f-616c-4c13-9633-4d813de3224b","3b3694ef-8abc-421e-8fdf-15a34191d965",""
"a4f14a9a-20e6-4eb7-8753-8a04f71cce74","AccessRelationship","","","588a5c8f-616c-4c13-9633-4d813de3224b","0b31b98c-c6aa-4fea-b5fb-f62539e37063",""
"089b1dd0-5eb9-4875-8bc7-174bf0977973","AccessRelationship","","","fdd14cc4-9f11-4aea-88d1-cb992d117c4d","94f9099f-15e9-485b-9771-6d8c972b515c",""
"cac010be-bb7f-4044-b691-145307760286","AccessRelationship","","","588a5c8f-616c-4c13-9633-4d813de3224b","94f9099f-15e9-485b-9771-6d8c972b515c",""
"6ac8d8da-7b94-4220-a29f-69db8c800d8d","AccessRelationship","","","5bb2c2a1-49d4-41fd-913e-f7671c8bd22f","e08f017d-f6c7-4618-8bf6-c0bbe2166a15",""
"ae231397-fd13-4843-ae7f-0e4a8a7d3456","AccessRelationship","","","51180979-6341-4027-9d2a-8351197f6a24","6590f0f7-0615-454a-a7c2-5dfa7095f365",""
"cb76d69a-ca4e-4cb6-8654-a29f8ec280b3","AccessRelationship","","","fdd14cc4-9f11-4aea-88d1-cb992d117c4d","e3900c6a-7786-489b-b6ca-4bcdb271f6cf",""
"e47fd302-9604-4461-a7cf-fc5da8c24f12","AccessRelationship","","","eb1c5f8f-bfd8-4654-8502-53f507c4a343","a7472000-b425-4833-9bf7-bd2c62d3222f",""
"8d42548b-b940-4ed5-8228-a1cb1a4093bd","AccessRelationship","","","588a5c8f-616c-4c13-9633-4d813de3224b","1b62d280-55c2-427a-8276-a577ef58a4f4",""
"f7a618a6-1574-4ef2-862f-8a1201b99617","AccessRelationship","","","fdd14cc4-9f11-4aea-88d1-cb992d117c4d","1b62d280-55c2-427a-8276-a577ef58a4f4",""
"6a6a1f95-5cf4-4bb7-abfe-379635658e97","AccessRelationship","","","f96a87bf-abe4-47e4-baa5-c20ca61f3512","5ccc56fc-090b-412d-9b5c-cc3e28463675",""
