"ID","Type","Name","Documentation","Source","Target","Specialization"
"bd383ccf-ec89-4483-8ed5-7dc3e8c5c997","AccessRelationship","","","c509333c-6eca-4177-98d1-005d49d02ae4","32e6523c-997c-4aa8-a32c-79db22edd35f",""
"f6e22f10-96c9-429b-be3e-dfe04e5abc4c","AccessRelationship","","","69031ec9-ecf2-4fd5-9993-9ef25ded9433","fd94d1a4-c9c6-4127-b90d-aa06018cb45b",""
"556c9456-be8a-4b94-a115-d041c7bb186e","AccessRelationship","","","cb39b778-fe92-4398-9f19-aa012c83006c","e8b6075a-3ec6-4d6c-8cdc-97ca71bf71a2",""
"a5ee2e0f-2aa1-4782-afb8-95f4e5260781","AccessRelationship","","","4a978318-677b-46b2-bea1-adf5e821fcd4","1ed9fa32-5675-405d-a9c1-bb5b5b206856",""
"89df9550-83b0-4199-9543-65945f64d971","AccessRelationship","","","abe0f2b4-3d82-405e-96f9-0d18d0225299","17c20007-e1d4-4cfd-b83b-62fd51bd790c",""
"c4e4204a-052a-4e54-a5b9-3822a8f9d661","AccessRelationship","","","926752af-fe20-41bb-a0cd-3416c538722c","719c9c43-23e6-4909-890b-bb9fc5c00984",""
"1df4ea52-445b-47ce-9a64-9aa633188ce4","AccessRelationship","","","068653c5-b739-485d-a48f-a46348ccd64e","a1aa06bd-cfc4-445b-9ce7-ec866ae4b71f",""
"9555e054-ad00-41c3-b755-e8a257ef935c","AccessRelationship","","","3a581744-30a5-4b9c-a037-dba0459e65e4","49fb9b31-2e7a-4c6a-ade6-1fff8ec5d13f",""
"0047b7ba-652f-49d9-8d22-4fdb1a6112b5","AccessRelationship","","","068653c5-b739-485d-a48f-a46348ccd64e","7538b318-c1df-437e-a355-9646dfa1063f",""
"8a86135a-5196-4a02-a7e2-959dcae99121","AccessRelationship","","","a1524166-1076-4b5e-ad0a-aee927926f91","49fb9b31-2e7a-4c6a-ade6-1fff8ec5d13f",""
"e562adaf-736d-489f-a29a-89906cf675ba","AccessRelationship","","","69031ec9-ecf2-4fd5-9993-9ef25ded9433","b3739529-122b-49af-8c11-e70142de0511",""
"5807100d-8213-4d65-afa9-139a1e2f85c1","AccessRelationship","","","a1524166-1076-4b5e-ad0a-aee927926f91","b3943df2-48bc-4c29-a065-4028bb80f28d",""
"b9428916-e32e-4515-a3e4-2e55844f356b","AccessRelationship","","","a1524166-1076-4b5e-ad0a-aee927926f91","ab36f6ff-aef8-4fed-bb4c-d46bb6c16834",""
"d8408aca-4fa3-4475-895f-4709fcd9f8fd","AccessRelationship","","","69031ec9-ecf2-4fd5-9993-9ef25ded9433","bbf98d20-588a-4d44-8917-5c96dde72952",""
"be698888-f269-4c31-8263-7261ed7ad568","AccessRelationship","","","52206ec1-2f6b-4a69-9379-1d22010b243f","48969d52-c1d5-4296-8b56-334dbd1c17bb",""
"2be83b93-ddac-4031-9100-82707be7e6c6","AccessRelationship","","","f3ae2096-b0f5-493a-85a2-8f7fb38669bc","d2d6fe06-fe0b-4ff6-85ce-73f4a0c3bb21",""
"6924f4ce-1369-40bb-ac3e-91f4327a510a","AccessRelationship","","","f802b9ba-c39f-42b3-a2f9-e450050f5de3","1ed9fa32-5675-405d-a9c1-bb5b5b206856",""
"7d9dace8-a7e9-43ab-b9e7-48899e30dfba","AccessRelationship","","","52206ec1-2f6b-4a69-9379-1d22010b243f","d57aa81f-83d1-4855-8a00-2b54e54ca3f6",""
"943a7ace-1847-4344-9db4-fbcd1246f828","AccessRelationship","","","a6e3d074-5085-49c2-ba4b-1b86fba796f5","c45f89bc-4e27-46a8-ae63-31e7c49297b8",""
"db395578-98c4-41b3-8c10-92bd83ca7367","AccessRelationship","","","882c8c26-581a-482a-a891-b438dd6100c7","5e939ae4-b625-43ef-85cb-e61b0490973c",""
"caf8a01c-1a49-4b12-9b13-64c756aeb9a4","AccessRelationship","","","812dcace-8662-4d7f-a865-4a1c8ec95c33","573a485b-4877-4289-a255-94e9416d25ee",""
"8da44515-5912-4466-bd8a-ab86902e189c","AccessRelationship","","","0acfb329-c2cc-4e52-8778-567d9e657921","a45faf86-d49a-4ec0-ac9d-dc3d3ad22924",""
"666938ef-441a-4e7c-9401-9daf997459a6","AccessRelationship","","","abe0f2b4-3d82-405e-96f9-0d18d0225299","45130499-13e2-42bc-abf0-e7554f451ff2",""
"aba01b01-a530-438a-8aeb-31db244aa8f2","AccessRelationship","","","3e31d8a3-eb8f-4e96-a6ea-425ff3a8453d","fecff2c6-7fca-4b1f-8292-2d0a28753058",""
"d51d89b3-53df-4d0c-8079-891652bd02d2","AccessRelationship","","","bd7940b4-3744-49aa-a3db-392ccda85951","1ed9fa32-5675-405d-a9c1-bb5b5b206856",""
"1d2a71e0-1206-4e9f-bac3-5312cca0826b","AccessRelationship","","","b4cd65d0-d8f9-4c0d-b2d4-a40a89a7f70a","573a485b-4877-4289-a255-94e9416d25ee",""
"047a3ffd-6ec9-4a99-bdbd-e863e29105d2","AccessRelationship","","","51f37791-9f37-42e6-8721-ecb8e739c8e1","0520ef25-bb0e-4b3d-a1b3-847c8a6defeb",""
